,,,,VAR ETAT SYSTEME,,,VAR STATS,
HS,TYPE EVT TRAITE, ECHEANCIER, ETAT GUICHET(0=LIBRE/1=OCCUPE),NB CLIENT DANS LA QUEUE,QUEUE,NB CLIENTS RECUS, ATTENTE GLOBALE AVANT SERVICE
521.72516,AccSrv,DepCl 526.88513,0,4,,96,1527.5709,
522.06146,ArrCl,AccFA 522.06146  |   ArrCl 525.85864,1,3,,97,1527.5709,
522.06146,AccFA,,1,3,,97,1527.5709,
525.85864,ArrCl,AccFA 525.85864  |   ArrCl 534.25525,1,3,,98,1527.5709,
525.85864,AccFA,,1,4,,98,1527.5709,
526.88513,DepCl,AccSrv 526.88513,0,3,,98,1527.5709,
526.88513,AccSrv,DepCl 532.0451,0,5,,98,1539.6226,
532.0451,DepCl,AccSrv 532.0451,0,4,,98,1539.6226,
532.0451,AccSrv,DepCl 537.2051,0,4,,98,1550.6031,
534.25525,ArrCl,AccFA 534.25525  |   ArrCl 541.4347,1,4,,99,1550.6031,
534.25525,AccFA,,1,3,,99,1550.6031,
537.2051,DepCl,AccSrv 537.2051,0,3,,99,1550.6031,
537.2051,AccSrv,DepCl 542.36505,0,4,,99,1566.6355,
541.4347,ArrCl,AccFA 541.4347  |   ArrCl 543.8986,1,3,,100,1566.6355,
541.4347,AccFA,,1,3,,100,1566.6355,
542.36505,DepCl,AccSrv 542.36505,0,3,,100,1566.6355,
542.36505,AccSrv,DepCl 547.525,0,4,,100,1586.9391,
543.8986,ArrCl,AccFA 543.8986  |   ArrCl 544.7065,1,3,,101,1586.9391,
543.8986,AccFA,,1,3,,101,1586.9391,
544.7065,ArrCl,AccFA 544.7065  |   ArrCl 547.20593,1,3,,102,1586.9391,
544.7065,AccFA,,1,4,,102,1586.9391,
547.20593,ArrCl,AccFA 547.20593  |   ArrCl 554.70905,1,4,,103,1586.9391,
547.20593,AccFA,,1,5,,103,1586.9391,
547.525,DepCl,AccSrv 547.525,0,3,,103,1586.9391,
547.525,AccSrv,DepCl 552.685,0,6,,103,1608.6055,
552.685,DepCl,AccSrv 552.685,0,5,,103,1608.6055,
552.685,AccSrv,DepCl 557.845,0,5,,103,1627.0352,
554.70905,ArrCl,AccFA 554.70905  |   ArrCl 557.5071,1,5,,104,1627.0352,
554.70905,AccFA,,1,4,,104,1627.0352,
557.5071,ArrCl,AccFA 557.5071  |   ArrCl 563.1903,1,4,,105,1627.0352,
557.5071,AccFA,,1,5,,105,1627.0352,
557.845,DepCl,AccSrv 557.845,0,4,,105,1627.0352,
557.845,AccSrv,DepCl 563.00494,0,6,,105,1643.4454,
563.00494,DepCl,AccSrv 563.00494,0,5,,105,1643.4454,
563.00494,AccSrv,DepCl 568.1649,0,5,,105,1662.5518,
563.1903,ArrCl,AccFA 563.1903  |   ArrCl 566.60565,1,5,,106,1662.5518,
563.1903,AccFA,,1,4,,106,1662.5518,
566.60565,ArrCl,AccFA 566.60565  |   ArrCl 567.9778,1,4,,107,1662.5518,
566.60565,AccFA,,1,5,,107,1662.5518,
567.9778,ArrCl,AccFA 567.9778  |   ArrCl 570.775,1,5,,108,1662.5518,
567.9778,AccFA,,1,6,,108,1662.5518,
568.1649,DepCl,AccSrv 568.1649,0,4,,108,1662.5518,
568.1649,AccSrv,DepCl 573.3249,0,7,,108,1686.0103,
570.775,ArrCl,AccFA 570.775  |   ArrCl 571.9823,1,6,,109,1686.0103,
570.775,AccFA,,1,6,,109,1686.0103,
571.9823,ArrCl,AccFA 571.9823  |   ArrCl 574.9065,1,6,,110,1686.0103,
571.9823,AccFA,,1,7,,110,1686.0103,
573.3249,DepCl,AccSrv 573.3249,0,6,,110,1686.0103,
573.3249,AccSrv,DepCl 578.48486,0,8,,110,1712.1292,
574.9065,ArrCl,AccFA 574.9065  |   ArrCl 591.22687,1,7,,111,1712.1292,
574.9065,AccFA,,1,7,,111,1712.1292,
578.48486,DepCl,AccSrv 578.48486,0,7,,111,1712.1292,
578.48486,AccSrv,DepCl 583.64484,0,8,,111,1735.905,
583.64484,DepCl,AccSrv 583.64484,0,7,,111,1735.905,
583.64484,AccSrv,DepCl 588.8048,0,7,,111,1762.0427,
588.8048,DepCl,AccSrv 588.8048,0,6,,111,1762.0427,
588.8048,AccSrv,DepCl 593.9648,0,6,,111,1787.6572,
591.22687,ArrCl,AccFA 591.22687  |   ArrCl 599.28424,1,7,,112,1787.6572,
591.22687,AccFA,,1,5,,112,1787.6572,
593.9648,DepCl,AccSrv 593.9648,0,5,,112,1787.6572,
593.9648,AccSrv,DepCl 599.12476,0,6,,112,1815.0164,
599.12476,DepCl,AccSrv 599.12476,0,5,,112,1815.0164,
599.12476,AccSrv,DepCl 604.2847,0,5,,112,1846.1633,
599.28424,ArrCl,AccFA 599.28424  |   ArrCl 604.2755,1,5,,113,1846.1633,
599.28424,AccFA,,1,4,,113,1846.1633,
604.2755,ArrCl,AccFA 604.2755  |   ArrCl 606.4683,1,4,,114,1846.1633,
604.2755,AccFA,,1,5,,114,1846.1633,
604.2847,DepCl,AccSrv 604.2847,0,4,,114,1846.1633,
604.2847,AccSrv,DepCl 609.4447,0,6,,114,1879.6731,
606.4683,ArrCl,AccFA 606.4683  |   ArrCl 608.7912,1,5,,115,1879.6731,
606.4683,AccFA,,1,5,,115,1879.6731,
608.7912,ArrCl,AccFA 608.7912  |   ArrCl 609.23987,1,5,,116,1879.6731,
608.7912,AccFA,,1,6,,116,1879.6731,
609.23987,ArrCl,AccFA 609.23987  |   ArrCl 619.0259,1,6,,117,1879.6731,
609.23987,AccFA,,1,7,,117,1879.6731,
609.4447,DepCl,AccSrv 609.4447,0,5,,117,1879.6731,
609.4447,AccSrv,DepCl 614.6047,0,8,,117,1917.1355,
614.6047,DepCl,AccSrv 614.6047,0,7,,117,1917.1355,
614.6047,AccSrv,DepCl 619.76465,0,7,,117,1956.8337,
619.0259,ArrCl,AccFA 619.0259  |   ArrCl 619.6733,1,7,,118,1956.8337,
619.0259,AccFA,,1,6,,118,1956.8337,
619.6733,ArrCl,AccFA 619.6733  |   ArrCl 629.14557,1,6,,119,1956.8337,
619.6733,AccFA,,1,7,,119,1956.8337,
619.76465,DepCl,AccSrv 619.76465,0,6,,119,1956.8337,
619.76465,AccSrv,DepCl 624.9246,0,8,,119,1985.3716,
624.9246,DepCl,AccSrv 624.9246,0,7,,119,1985.3716,
624.9246,AccSrv,DepCl 630.0846,0,7,,119,2011.012,
629.14557,ArrCl,AccFA 629.14557  |   ArrCl 633.39496,1,7,,120,2011.012,
629.14557,AccFA,,1,6,,120,2011.012,
630.0846,DepCl,AccSrv 630.0846,0,6,,120,2011.012,
630.0846,AccSrv,DepCl 635.24457,0,7,,120,2036.821,
633.39496,ArrCl,AccFA 633.39496  |   ArrCl 651.6725,1,6,,121,2036.821,
633.39496,AccFA,,1,6,,121,2036.821,
635.24457,DepCl,AccSrv 635.24457,0,6,,121,2036.821,
635.24457,AccSrv,DepCl 640.40454,0,7,,121,2065.5972,
640.40454,DepCl,AccSrv 640.40454,0,6,,121,2065.5972,
640.40454,AccSrv,DepCl 645.5645,0,6,,121,2097.2104,
645.5645,DepCl,AccSrv 645.5645,0,5,,121,2097.2104,
645.5645,AccSrv,DepCl 650.7245,0,5,,121,2133.5352,
650.7245,DepCl,AccSrv 650.7245,0,4,,121,2133.5352,
650.7245,AccSrv,DepCl 655.88446,0,4,,121,2165.234,
651.6725,ArrCl,AccFA 651.6725  |   ArrCl 653.4385,1,6,,122,2165.234,
651.6725,AccFA,,1,3,,122,2165.234,
653.4385,ArrCl,AccFA 653.4385  |   ArrCl 654.73334,1,3,,123,2165.234,
653.4385,AccFA,,1,4,,123,2165.234,
654.73334,ArrCl,AccFA 654.73334  |   ArrCl 660.9641,1,4,,124,2165.234,
654.73334,AccFA,,1,5,,124,2165.234,
655.88446,DepCl,AccSrv 655.88446,0,3,,124,2165.234,
655.88446,AccSrv,DepCl 661.04443,0,6,,124,2201.445,
660.9641,ArrCl,AccFA 660.9641  |   ArrCl 665.16437,1,5,,125,2201.445,
660.9641,AccFA,,1,5,,125,2201.445,
661.04443,DepCl,AccSrv 661.04443,0,5,,125,2201.445,
661.04443,AccSrv,DepCl 666.2044,0,6,,125,2233.344,
665.16437,ArrCl,AccFA 665.16437  |   ArrCl 670.7478,1,5,,126,2233.344,
665.16437,AccFA,,1,5,,126,2233.344,
666.2044,DepCl,AccSrv 666.2044,0,5,,126,2233.344,
666.2044,AccSrv,DepCl 671.3644,0,6,,126,2266.1533,
670.7478,ArrCl,AccFA 670.7478  |   ArrCl 675.1756,1,5,,127,2266.1533,
670.7478,AccFA,,1,5,,127,2266.1533,
671.3644,DepCl,AccSrv 671.3644,0,5,,127,2266.1533,
671.3644,AccSrv,DepCl 676.52435,0,6,,127,2285.8452,
675.1756,ArrCl,AccFA 675.1756  |   ArrCl 678.0684,1,5,,128,2285.8452,
675.1756,AccFA,,1,5,,128,2285.8452,
676.52435,DepCl,AccSrv 676.52435,0,5,,128,2285.8452,
676.52435,AccSrv,DepCl 681.6843,0,6,,128,2308.9312,
678.0684,ArrCl,AccFA 678.0684  |   ArrCl 699.8977,1,5,,129,2308.9312,
678.0684,AccFA,,1,5,,129,2308.9312,
681.6843,DepCl,AccSrv 681.6843,0,5,,129,2308.9312,
681.6843,AccSrv,DepCl 686.8443,0,6,,129,2335.882,
686.8443,DepCl,AccSrv 686.8443,0,5,,129,2335.882,
686.8443,AccSrv,DepCl 692.0043,0,5,,129,2361.7622,
692.0043,DepCl,AccSrv 692.0043,0,4,,129,2361.7622,
692.0043,AccSrv,DepCl 697.16425,0,4,,129,2388.602,
697.16425,DepCl,AccSrv 697.16425,0,3,,129,2388.602,
697.16425,AccSrv,DepCl 702.3242,0,3,,129,2415.0186,
699.8977,ArrCl,AccFA 699.8977  |   ArrCl 710.4386,1,5,,130,2415.0186,
699.8977,AccFA,,1,2,,130,2415.0186,
702.3242,DepCl,AccSrv 702.3242,0,2,,130,2415.0186,
702.3242,AccSrv,DepCl 707.4842,0,3,,130,2442.1672,
707.4842,DepCl,AccSrv 707.4842,0,2,,130,2442.1672,
707.4842,AccSrv,DepCl 712.64417,0,2,,130,2471.583,
710.4386,ArrCl,AccFA 710.4386  |   ArrCl 720.6206,1,2,,131,2471.583,
710.4386,AccFA,,1,1,,131,2471.583,
712.64417,DepCl,AccSrv 712.64417,0,1,,131,2471.583,
712.64417,AccSrv,DepCl 717.80414,0,2,,131,2484.3296,
717.80414,DepCl,AccSrv 717.80414,0,1,,131,2484.3296,
717.80414,AccSrv,DepCl 722.9641,0,1,,131,2491.695,
720.6206,ArrCl,AccFA 720.6206  |   ArrCl 725.6455,1,1,,132,2491.695,
720.6206,AccFA,,1,0,,132,2491.695,
722.9641,DepCl,AccSrv 722.9641,0,0,,132,2491.695,
722.9641,AccSrv,DepCl 728.1241,0,1,,132,2494.0386,
725.6455,ArrCl,AccFA 725.6455  |   ArrCl 743.1392,1,0,,133,2494.0386,
725.6455,AccFA,,1,0,,133,2494.0386,
728.1241,DepCl,AccSrv 728.1241,0,0,,133,2494.0386,
728.1241,AccSrv,DepCl 733.28406,0,1,,133,2496.517,
733.28406,DepCl,,0,0,,133,2496.517,
743.1392,ArrCl,AccFA 743.1392  |   ArrCl 745.25574,1,0,,134,2496.517,
743.1392,AccFA,AccSrv 743.1392,0,0,,134,2496.517,
743.1392,AccSrv,DepCl 748.2992,1,1,,134,2496.517,
745.25574,ArrCl,AccFA 745.25574  |   ArrCl 746.60767,0,0,,135,2496.517,
745.25574,AccFA,,1,0,,135,2496.517,
746.60767,ArrCl,AccFA 746.60767  |   ArrCl 748.4154,1,0,,136,2496.517,
746.60767,AccFA,,1,1,,136,2496.517,
748.2992,DepCl,AccSrv 748.2992,0,0,,136,2496.517,
748.2992,AccSrv,DepCl 753.45917,0,2,,136,2499.5605,
748.4154,ArrCl,AccFA 748.4154  |   ArrCl 753.83075,1,1,,137,2499.5605,
748.4154,AccFA,,1,1,,137,2499.5605,
753.45917,DepCl,AccSrv 753.45917,0,1,,137,2499.5605,
753.45917,AccSrv,DepCl 758.61914,0,2,,137,2506.412,
753.83075,ArrCl,AccFA 753.83075  |   ArrCl 758.13934,1,1,,138,2506.412,
753.83075,AccFA,,1,1,,138,2506.412,
758.13934,ArrCl,AccFA 758.13934  |   ArrCl 768.4372,1,1,,139,2506.412,
758.13934,AccFA,,1,2,,139,2506.412,
758.61914,DepCl,AccSrv 758.61914,0,1,,139,2506.412,
758.61914,AccSrv,DepCl 763.7791,0,3,,139,2516.6157,
763.7791,DepCl,AccSrv 763.7791,0,2,,139,2516.6157,
763.7791,AccSrv,DepCl 768.9391,0,2,,139,2526.564,
768.4372,ArrCl,AccFA 768.4372  |   ArrCl 773.0564,1,2,,140,2526.564,
768.4372,AccFA,,1,1,,140,2526.564,
768.9391,DepCl,AccSrv 768.9391,0,1,,140,2526.564,
768.9391,AccSrv,DepCl 774.09906,0,2,,140,2537.3638,
773.0564,ArrCl,AccFA 773.0564  |   ArrCl 773.6718,1,1,,141,2537.3638,
773.0564,AccFA,,1,1,,141,2537.3638,
773.6718,ArrCl,AccFA 773.6718  |   ArrCl 774.9184,1,1,,142,2537.3638,
773.6718,AccFA,,1,2,,142,2537.3638,
774.09906,DepCl,AccSrv 774.09906,0,1,,142,2537.3638,
774.09906,AccSrv,DepCl 779.25903,0,3,,142,2543.0256,
774.9184,ArrCl,AccFA 774.9184  |   ArrCl 783.78516,1,2,,143,2543.0256,
774.9184,AccFA,,1,2,,143,2543.0256,
779.25903,DepCl,AccSrv 779.25903,0,2,,143,2543.0256,
779.25903,AccSrv,DepCl 784.419,0,3,,143,2549.2283,
783.78516,ArrCl,AccFA 783.78516  |   ArrCl 790.8978,1,2,,144,2549.2283,
783.78516,AccFA,,1,2,,144,2549.2283,
784.419,DepCl,AccSrv 784.419,0,2,,144,2549.2283,
784.419,AccSrv,DepCl 789.579,0,3,,144,2559.9756,
789.579,DepCl,AccSrv 789.579,0,2,,144,2559.9756,
789.579,AccSrv,DepCl 794.73895,0,2,,144,2574.6362,
790.8978,ArrCl,AccFA 790.8978  |   ArrCl 806.05725,1,2,,145,2574.6362,
790.8978,AccFA,,1,1,,145,2574.6362,
794.73895,DepCl,AccSrv 794.73895,0,1,,145,2574.6362,
794.73895,AccSrv,DepCl 799.8989,0,2,,145,2585.59,
799.8989,DepCl,AccSrv 799.8989,0,1,,145,2585.59,
799.8989,AccSrv,DepCl 805.0589,0,1,,145,2594.5913,
805.0589,DepCl,,0,0,,145,2594.5913,
806.05725,ArrCl,AccFA 806.05725  |   ArrCl 807.4625,1,1,,146,2594.5913,
806.05725,AccFA,AccSrv 806.05725,0,0,,146,2594.5913,
806.05725,AccSrv,DepCl 811.2172,1,1,,146,2594.5913,
807.4625,ArrCl,AccFA 807.4625  |   ArrCl 808.1734,0,0,,147,2594.5913,
807.4625,AccFA,,1,0,,147,2594.5913,
808.1734,ArrCl,AccFA 808.1734  |   ArrCl 808.63464,1,0,,148,2594.5913,
808.1734,AccFA,,1,1,,148,2594.5913,
808.63464,ArrCl,AccFA 808.63464  |   ArrCl 850.81464,1,1,,149,2594.5913,
808.63464,AccFA,,1,2,,149,2594.5913,
811.2172,DepCl,AccSrv 811.2172,0,0,,149,2594.5913,
811.2172,AccSrv,DepCl 816.3772,0,3,,149,2598.346,
816.3772,DepCl,AccSrv 816.3772,0,2,,149,2598.346,
816.3772,AccSrv,DepCl 821.5372,0,2,,149,2606.5498,
821.5372,DepCl,AccSrv 821.5372,0,1,,149,2606.5498,
821.5372,AccSrv,DepCl 826.69714,0,1,,149,2619.4524,
826.69714,DepCl,,0,0,,149,2619.4524,
850.81464,ArrCl,AccFA 850.81464  |   ArrCl 852.41833,1,2,,150,2619.4524,
850.81464,AccFA,AccSrv 850.81464,0,0,,150,2619.4524,
850.81464,AccSrv,DepCl 855.9746,1,1,,150,2619.4524,
852.41833,ArrCl,AccFA 852.41833  |   ArrCl 854.58496,0,0,,151,2619.4524,
852.41833,AccFA,,1,0,,151,2619.4524,
854.58496,ArrCl,AccFA 854.58496  |   ArrCl 854.80975,1,0,,152,2619.4524,
854.58496,AccFA,,1,1,,152,2619.4524,
854.80975,ArrCl,AccFA 854.80975  |   ArrCl 873.0998,1,1,,153,2619.4524,
854.80975,AccFA,,1,2,,153,2619.4524,
855.9746,DepCl,AccSrv 855.9746,0,0,,153,2619.4524,
855.9746,AccSrv,DepCl 861.1346,0,3,,153,2623.0088,
861.1346,DepCl,AccSrv 861.1346,0,2,,153,2623.0088,
861.1346,AccSrv,DepCl 866.29456,0,2,,153,2629.5583,
866.29456,DepCl,AccSrv 866.29456,0,1,,153,2629.5583,
866.29456,AccSrv,DepCl 871.4545,0,1,,153,2641.0432,
871.4545,DepCl,,0,0,,153,2641.0432,
873.0998,ArrCl,AccFA 873.0998  |   ArrCl 889.60803,1,2,,154,2641.0432,
873.0998,AccFA,AccSrv 873.0998,0,0,,154,2641.0432,
873.0998,AccSrv,DepCl 878.25977,1,1,,154,2641.0432,
878.25977,DepCl,,0,0,,154,2641.0432,
889.60803,ArrCl,AccFA 889.60803  |   ArrCl 895.8877,0,0,,155,2641.0432,
889.60803,AccFA,AccSrv 889.60803,0,0,,155,2641.0432,
889.60803,AccSrv,DepCl 894.768,1,1,,155,2641.0432,
894.768,DepCl,,0,0,,155,2641.0432,
895.8877,ArrCl,AccFA 895.8877  |   ArrCl 903.7131,0,0,,156,2641.0432,
895.8877,AccFA,AccSrv 895.8877,0,0,,156,2641.0432,
895.8877,AccSrv,DepCl 901.04767,1,1,,156,2641.0432,
901.04767,DepCl,,0,0,,156,2641.0432,
903.7131,ArrCl,AccFA 903.7131  |   ArrCl 907.63275,0,0,,157,2641.0432,
903.7131,AccFA,AccSrv 903.7131,0,0,,157,2641.0432,
903.7131,AccSrv,DepCl 908.87305,1,1,,157,2641.0432,
907.63275,ArrCl,AccFA 907.63275  |   ArrCl 914.8229,0,0,,158,2641.0432,
907.63275,AccFA,,1,0,,158,2641.0432,
908.87305,DepCl,AccSrv 908.87305,0,0,,158,2641.0432,
908.87305,AccSrv,DepCl 914.033,0,1,,158,2642.2834,
914.033,DepCl,,0,0,,158,2642.2834,
914.8229,ArrCl,AccFA 914.8229  |   ArrCl 915.749,1,0,,159,2642.2834,
914.8229,AccFA,AccSrv 914.8229,0,0,,159,2642.2834,
914.8229,AccSrv,DepCl 919.98285,1,1,,159,2642.2834,
915.749,ArrCl,AccFA 915.749  |   ArrCl 917.53656,0,0,,160,2642.2834,
915.749,AccFA,,1,0,,160,2642.2834,
917.53656,ArrCl,AccFA 917.53656  |   ArrCl 921.3058,1,0,,161,2642.2834,
917.53656,AccFA,,1,1,,161,2642.2834,
919.98285,DepCl,AccSrv 919.98285,0,0,,161,2642.2834,
919.98285,AccSrv,DepCl 925.1428,0,2,,161,2646.5173,
921.3058,ArrCl,AccFA 921.3058  |   ArrCl 921.4238,1,1,,162,2646.5173,
921.3058,AccFA,,1,1,,162,2646.5173,
921.4238,ArrCl,AccFA 921.4238  |   ArrCl 933.7254,1,1,,163,2646.5173,
921.4238,AccFA,,1,2,,163,2646.5173,
925.1428,DepCl,AccSrv 925.1428,0,1,,163,2646.5173,
925.1428,AccSrv,DepCl 930.3028,0,3,,163,2654.1235,
930.3028,DepCl,AccSrv 930.3028,0,2,,163,2654.1235,
930.3028,AccSrv,DepCl 935.46277,0,2,,163,2663.1206,
933.7254,ArrCl,AccFA 933.7254  |   ArrCl 948.9686,1,2,,164,2663.1206,
933.7254,AccFA,,1,1,,164,2663.1206,
935.46277,DepCl,AccSrv 935.46277,0,1,,164,2663.1206,
935.46277,AccSrv,DepCl 940.62274,0,2,,164,2677.1597,
940.62274,DepCl,AccSrv 940.62274,0,1,,164,2677.1597,
940.62274,AccSrv,DepCl 945.7827,0,1,,164,2684.0571,
945.7827,DepCl,,0,0,,164,2684.0571,
948.9686,ArrCl,AccFA 948.9686  |   ArrCl 950.58887,1,1,,165,2684.0571,
948.9686,AccFA,AccSrv 948.9686,0,0,,165,2684.0571,
948.9686,AccSrv,DepCl 954.1286,1,1,,165,2684.0571,
950.58887,ArrCl,AccFA 950.58887  |   ArrCl 953.5988,0,0,,166,2684.0571,
950.58887,AccFA,,1,0,,166,2684.0571,
953.5988,ArrCl,AccFA 953.5988  |   ArrCl 980.7387,1,0,,167,2684.0571,
953.5988,AccFA,,1,1,,167,2684.0571,
954.1286,DepCl,AccSrv 954.1286,0,0,,167,2684.0571,
954.1286,AccSrv,DepCl 959.2886,0,2,,167,2687.597,
959.2886,DepCl,AccSrv 959.2886,0,1,,167,2687.597,
959.2886,AccSrv,DepCl 964.44855,0,1,,167,2693.2866,
964.44855,DepCl,,0,0,,167,2693.2866,
980.7387,ArrCl,AccFA 980.7387  |   ArrCl 1017.3137,1,1,,168,2693.2866,
980.7387,AccFA,AccSrv 980.7387,0,0,,168,2693.2866,
980.7387,AccSrv,DepCl 985.8987,1,1,,168,2693.2866,
985.8987,DepCl,,0,0,,168,2693.2866,
1017.3137,ArrCl,AccFA 1017.3137  |   ArrCl 1023.7121,0,0,,169,2693.2866,
1017.3137,AccFA,AccSrv 1017.3137,0,0,,169,2693.2866,
1017.3137,AccSrv,DepCl 1022.4737,1,1,,169,2693.2866,
1022.4737,DepCl,,0,0,,169,2693.2866,
1023.7121,ArrCl,AccFA 1023.7121  |   ArrCl 1024.928,0,0,,170,2693.2866,
1023.7121,AccFA,AccSrv 1023.7121,0,0,,170,2693.2866,
1023.7121,AccSrv,DepCl 1028.8721,1,1,,170,2693.2866,
1024.928,ArrCl,AccFA 1024.928  |   ArrCl 1031.5385,0,0,,171,2693.2866,
1024.928,AccFA,,1,0,,171,2693.2866,
1028.8721,DepCl,AccSrv 1028.8721,0,0,,171,2693.2866,
1028.8721,AccSrv,DepCl 1034.0321,0,1,,171,2697.2307,
1031.5385,ArrCl,AccFA 1031.5385  |   ArrCl 1054.9976,1,0,,172,2697.2307,
1031.5385,AccFA,,1,0,,172,2697.2307,
1034.0321,DepCl,AccSrv 1034.0321,0,0,,172,2697.2307,
1034.0321,AccSrv,DepCl 1039.1921,0,1,,172,2699.7244,
1039.1921,DepCl,,0,0,,172,2699.7244,
1054.9976,ArrCl,AccFA 1054.9976  |   ArrCl 1061.4413,1,0,,173,2699.7244,
1054.9976,AccFA,AccSrv 1054.9976,0,0,,173,2699.7244,
1054.9976,AccSrv,DepCl 1060.1576,1,1,,173,2699.7244,
1060.1576,DepCl,,0,0,,173,2699.7244,
1061.4413,ArrCl,AccFA 1061.4413  |   ArrCl 1065.6906,0,0,,174,2699.7244,
1061.4413,AccFA,AccSrv 1061.4413,0,0,,174,2699.7244,
1061.4413,AccSrv,DepCl 1066.6013,1,1,,174,2699.7244,
1065.6906,ArrCl,AccFA 1065.6906  |   ArrCl 1067.1493,0,0,,175,2699.7244,
1065.6906,AccFA,,1,0,,175,2699.7244,
1066.6013,DepCl,AccSrv 1066.6013,0,0,,175,2699.7244,
1066.6013,AccSrv,DepCl 1071.7614,0,1,,175,2700.6353,
1067.1493,ArrCl,AccFA 1067.1493  |   ArrCl 1070.5747,1,0,,176,2700.6353,
1067.1493,AccFA,,1,0,,176,2700.6353,
1070.5747,ArrCl,AccFA 1070.5747  |   ArrCl 1076.2668,1,0,,177,2700.6353,
1070.5747,AccFA,,1,1,,177,2700.6353,
1071.7614,DepCl,AccSrv 1071.7614,0,0,,177,2700.6353,
1071.7614,AccSrv,DepCl 1076.9214,0,2,,177,2705.2473,
1076.2668,ArrCl,AccFA 1076.2668  |   ArrCl 1082.5001,1,1,,178,2705.2473,
1076.2668,AccFA,,1,1,,178,2705.2473,
1076.9214,DepCl,AccSrv 1076.9214,0,1,,178,2705.2473,
1076.9214,AccSrv,DepCl 1082.0814,0,2,,178,2711.594,
1082.0814,DepCl,AccSrv 1082.0814,0,1,,178,2711.594,
1082.0814,AccSrv,DepCl 1087.2415,0,1,,178,2717.4087,
1082.5001,ArrCl,AccFA 1082.5001  |   ArrCl 1084.7007,1,1,,179,2717.4087,
1082.5001,AccFA,,1,0,,179,2717.4087,
1084.7007,ArrCl,AccFA 1084.7007  |   ArrCl 1090.8429,1,0,,180,2717.4087,
1084.7007,AccFA,,1,1,,180,2717.4087,
1087.2415,DepCl,AccSrv 1087.2415,0,0,,180,2717.4087,
1087.2415,AccSrv,DepCl 1092.4015,0,2,,180,2722.15,
1090.8429,ArrCl,AccFA 1090.8429  |   ArrCl 1096.059,1,1,,181,2722.15,
1090.8429,AccFA,,1,1,,181,2722.15,
1092.4015,DepCl,AccSrv 1092.4015,0,1,,181,2722.15,
1092.4015,AccSrv,DepCl 1097.5615,0,2,,181,2729.8506,
1096.059,ArrCl,AccFA 1096.059  |   ArrCl 1096.1709,1,1,,182,2729.8506,
1096.059,AccFA,,1,1,,182,2729.8506,
1096.1709,ArrCl,AccFA 1096.1709  |   ArrCl 1099.7281,1,1,,183,2729.8506,
1096.1709,AccFA,,1,2,,183,2729.8506,
1097.5615,DepCl,AccSrv 1097.5615,0,1,,183,2729.8506,
1097.5615,AccSrv,DepCl 1102.7216,0,3,,183,2736.5693,
1099.7281,ArrCl,AccFA 1099.7281  |   ArrCl 1102.2976,1,2,,184,2736.5693,
1099.7281,AccFA,,1,2,,184,2736.5693,
1102.2976,ArrCl,AccFA 1102.2976  |   ArrCl 1110.9756,1,2,,185,2736.5693,
1102.2976,AccFA,,1,3,,185,2736.5693,
1102.7216,DepCl,AccSrv 1102.7216,0,2,,185,2736.5693,
1102.7216,AccSrv,DepCl 1107.8816,0,4,,185,2743.232,
1107.8816,DepCl,AccSrv 1107.8816,0,3,,185,2743.232,
1107.8816,AccSrv,DepCl 1113.0416,0,3,,185,2754.9426,
1110.9756,ArrCl,AccFA 1110.9756  |   ArrCl 1117.4861,1,3,,186,2754.9426,
1110.9756,AccFA,,1,2,,186,2754.9426,
1113.0416,DepCl,AccSrv 1113.0416,0,2,,186,2754.9426,
1113.0416,AccSrv,DepCl 1118.2017,0,3,,186,2768.256,
1117.4861,ArrCl,AccFA 1117.4861  |   ArrCl 1127.1589,1,2,,187,2768.256,
1117.4861,AccFA,,1,2,,187,2768.256,
1118.2017,DepCl,AccSrv 1118.2017,0,2,,187,2768.256,
1118.2017,AccSrv,DepCl 1123.3617,0,3,,187,2784.1602,
1123.3617,DepCl,AccSrv 1123.3617,0,2,,187,2784.1602,
1123.3617,AccSrv,DepCl 1128.5217,0,2,,187,2796.5464,
1127.1589,ArrCl,AccFA 1127.1589  |   ArrCl 1133.9801,1,2,,188,2796.5464,
1127.1589,AccFA,,1,1,,188,2796.5464,
1128.5217,DepCl,AccSrv 1128.5217,0,1,,188,2796.5464,
1128.5217,AccSrv,DepCl 1133.6818,0,2,,188,2807.582,
1133.6818,DepCl,AccSrv 1133.6818,0,1,,188,2807.582,
1133.6818,AccSrv,DepCl 1138.8418,0,1,,188,2814.105,
1133.9801,ArrCl,AccFA 1133.9801  |   ArrCl 1136.2112,1,1,,189,2814.105,
1133.9801,AccFA,,1,0,,189,2814.105,
1136.2112,ArrCl,AccFA 1136.2112  |   ArrCl 1140.4639,1,0,,190,2814.105,
1136.2112,AccFA,,1,1,,190,2814.105,
1138.8418,DepCl,AccSrv 1138.8418,0,0,,190,2814.105,
1138.8418,AccSrv,DepCl 1144.0018,0,2,,190,2818.9668,
1140.4639,ArrCl,AccFA 1140.4639  |   ArrCl 1153.9744,1,1,,191,2818.9668,
1140.4639,AccFA,,1,1,,191,2818.9668,
1144.0018,DepCl,AccSrv 1144.0018,0,1,,191,2818.9668,
1144.0018,AccSrv,DepCl 1149.1619,0,2,,191,2826.7573,
1149.1619,DepCl,AccSrv 1149.1619,0,1,,191,2826.7573,
